model,function,file,source_characters,llvm_characters,representation_size,dependency_count,json_valid,request_success,latency_seconds,retry_count,prompt_tokens,output_tokens,total_tokens,keyword_count,concept_count,summary_length,purpose_length,behavior_length,source_code,ast,llvm,cfg,call_graph,purpose_complete,behavior_complete,summary_complete,inputs_complete,outputs_complete,side_effects_complete,dependencies_complete,concepts_complete,keywords_complete,algorithm_complete,complexity_complete,human_accuracy,human_relevance,human_faithfulness,human_usefulness,function_type,complexity_category,graph_complexity
mistralai/ministral-3-3b,src/init.cpp::rookAttacksOnTheFly::241,enhanced_mistralai_ministral-3-3b.json,1020,452444,453464,0,True,True,5.479,0,4413,377,4790,6,3,109,115,139,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/init.cpp::setOccupancies::269,enhanced_mistralai_ministral-3-3b.json,290,452444,452734,0,True,True,5.83,0,3930,410,4340,5,4,140,112,197,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::initLeaperPiecesAttacks::282,enhanced_mistralai_ministral-3-3b.json,432,452444,452876,0,True,True,7.947,0,3945,576,4521,5,4,175,142,235,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::initSliderAttacks::291,enhanced_mistralai_ministral-3-3b.json,1312,452444,453756,0,True,True,8.126,0,4277,579,4856,6,5,214,169,264,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/init.cpp::initRandomKeys::322,enhanced_mistralai_ministral-3-3b.json,525,452444,452969,0,True,True,8.498,0,4079,618,4697,7,5,165,155,239,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::setFileAndRankMask::341,enhanced_mistralai_ministral-3-3b.json,521,452444,452965,0,True,True,5.53,0,4159,378,4537,4,3,120,120,190,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::initEvaluationMasks::358,enhanced_mistralai_ministral-3-3b.json,1243,452444,453687,0,True,True,9.847,0,4363,705,5068,8,5,203,151,263,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/init.cpp::diagonal_of::394,enhanced_mistralai_ministral-3-3b.json,73,452444,452517,0,True,True,4.748,0,3467,337,3804,3,3,148,129,148,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::anti_diagonal_of::397,enhanced_mistralai_ministral-3-3b.json,75,452444,452519,0,True,True,5.403,0,3462,394,3856,4,4,250,93,262,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::initialiseSquaresBetween::400,enhanced_mistralai_ministral-3-3b.json,713,452444,453157,0,True,True,8.628,0,4240,619,4859,5,4,197,166,238,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/init.cpp::initialiseLine::416,enhanced_mistralai_ministral-3-3b.json,570,452444,453014,0,True,True,9.342,0,4201,665,4866,5,5,274,183,256,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::initAll::428,enhanced_mistralai_ministral-3-3b.json,365,452444,452809,0,True,True,8.862,0,3828,646,4474,7,1,236,208,259,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/main.cpp::main::10,enhanced_mistralai_ministral-3-3b.json,1172,393717,394889,0,True,True,7.516,0,3851,538,4389,6,5,227,137,293,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/misc.cpp::printBitBoard::27,enhanced_mistralai_ministral-3-3b.json,446,860763,861209,0,True,True,6.575,0,3904,469,4373,6,3,119,155,239,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::printMove::81,enhanced_mistralai_ministral-3-3b.json,296,860763,861059,0,True,True,5.917,0,3582,428,4010,8,3,109,129,290,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::algebraicNotation::88,enhanced_mistralai_ministral-3-3b.json,224,860763,860987,0,True,True,4.649,0,3346,333,3679,4,3,152,144,179,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::getStringFlags::97,enhanced_mistralai_ministral-3-3b.json,721,860763,861484,0,True,True,3.378,0,3836,205,4041,4,4,4,141,68,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::printMovesList::122,enhanced_mistralai_ministral-3-3b.json,503,860763,861266,0,True,True,5.584,0,3713,388,4101,1,1,105,126,304,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::parseMove::135,enhanced_mistralai_ministral-3-3b.json,1169,860763,861932,0,True,True,7.799,0,3969,553,4522,4,4,285,148,288,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/misc.cpp::split::164,enhanced_mistralai_ministral-3-3b.json,237,860763,861000,0,True,True,5.257,0,3371,385,3756,5,3,110,102,182,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/eval/evaluation.cpp::flip::17,enhanced_mistralai_ministral-3-3b.json,57,0,57,0,True,True,4.044,0,676,353,1029,5,3,135,204,182,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/eval/evaluation.cpp::init_tables::22,enhanced_mistralai_ministral-3-3b.json,369,0,369,0,True,True,5.671,0,1158,481,1639,5,4,197,168,263,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/eval/evaluation.cpp::evaluate::35,enhanced_mistralai_ministral-3-3b.json,6178,0,6178,0,True,True,10.755,0,2787,846,3633,1,1,246,195,446,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/logger/logger.cpp::getExecutableDirectory::16,enhanced_mistralai_ministral-3-3b.json,902,596082,596984,0,True,True,6.287,0,3461,464,3925,4,3,191,142,179,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/logger/logger.cpp::isLoggingEnabled::46,enhanced_mistralai_ministral-3-3b.json,235,596082,596317,0,True,True,3.351,0,3026,237,3263,4,3,119,100,158,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/logger/logger.h::Logger::Logger::40,enhanced_mistralai_ministral-3-3b.json,921,2478009,2478930,0,True,True,6.707,0,3859,477,4336,5,1,166,110,250,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/movegen/movegen.h::addMove::12,enhanced_mistralai_ministral-3-3b.json,131,771206,771337,0,True,True,5.812,0,3252,425,3677,5,3,146,144,205,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/search/search.cpp::initSearchTables::54,enhanced_mistralai_ministral-3-3b.json,337,716850,717187,0,True,True,7.725,0,3773,569,4342,9,4,188,206,232,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/search/see.cpp::see::14,enhanced_mistralai_ministral-3-3b.json,3874,160789,164663,0,True,True,8.822,0,5479,589,6068,5,5,231,154,309,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
opencoder-1.5b-instruct,benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25,enhanced_opencoder-1.5b-instruct.json,115,771206,771321,0,True,True,5.373,0,1674,76,1750,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Moderate,Leaf
opencoder-1.5b-instruct,benchmark_tests/perft_tests.cpp::split::21,enhanced_opencoder-1.5b-instruct.json,306,771206,771512,0,True,True,5.384,0,1676,76,1752,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,enhanced_opencoder-1.5b-instruct.json,565,771206,771771,0,True,True,5.87,0,1786,76,1862,0,0,3,3,3,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60,enhanced_opencoder-1.5b-instruct.json,1488,771206,772694,0,True,True,3.781,0,1087,76,1163,0,0,3,3,3,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107,enhanced_opencoder-1.5b-instruct.json,1474,771206,772680,0,True,True,3.541,0,1022,71,1093,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,enhanced_opencoder-1.5b-instruct.json,573,719080,719653,0,True,True,5.327,0,1691,76,1767,0,0,3,3,3,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Moderate,Leaf
opencoder-1.5b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,enhanced_opencoder-1.5b-instruct.json,2050,776006,778056,0,True,True,3.633,0,1137,71,1208,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125,enhanced_opencoder-1.5b-instruct.json,996,776006,777002,0,True,True,5.7,0,1761,76,1837,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
opencoder-1.5b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,enhanced_opencoder-1.5b-instruct.json,802,0,802,0,True,True,4.17,0,1248,75,1323,0,0,3,3,3,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,enhanced_opencoder-1.5b-instruct.json,1093,0,1093,0,True,True,4.418,0,1339,76,1415,0,0,3,3,3,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,enhanced_opencoder-1.5b-instruct.json,1109,0,1109,0,True,True,4.504,0,1332,76,1408,0,0,3,3,3,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94,enhanced_opencoder-1.5b-instruct.json,356,0,356,0,True,True,3.223,0,920,77,997,0,0,3,3,3,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105,enhanced_opencoder-1.5b-instruct.json,349,0,349,0,True,True,3.187,0,920,76,996,0,0,3,3,3,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/evaluation_tests.cpp::flipVertical::16,enhanced_opencoder-1.5b-instruct.json,415,534127,534542,0,True,True,5.906,0,1781,76,1857,0,0,3,3,3,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/evaluation_tests.cpp::mirrorBitboards::27,enhanced_opencoder-1.5b-instruct.json,168,534127,534295,0,True,True,5.369,0,1684,76,1760,0,0,3,3,3,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/evaluation_tests.cpp::swapColours::33,enhanced_opencoder-1.5b-instruct.json,601,534127,534728,0,True,True,5.988,0,1815,76,1891,0,0,3,3,3,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,enhanced_opencoder-1.5b-instruct.json,1770,534127,535897,0,True,True,3.665,0,1067,71,1138,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21,enhanced_opencoder-1.5b-instruct.json,168,422910,423078,0,True,True,5.295,0,1587,76,1663,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,enhanced_opencoder-1.5b-instruct.json,882,422910,423792,0,True,True,6.791,0,1932,76,2008,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43,enhanced_opencoder-1.5b-instruct.json,742,422910,423652,0,True,True,6.565,0,1892,76,1968,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,enhanced_opencoder-1.5b-instruct.json,958,477165,478123,0,True,True,6.144,0,1859,76,1935,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,enhanced_opencoder-1.5b-instruct.json,1088,477165,478253,0,True,True,7.677,0,929,184,1113,0,0,65,41,322,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Moderate,Leaf
opencoder-1.5b-instruct,debug_tests/see_tests.cpp::Test::Debug::see_test::15,enhanced_opencoder-1.5b-instruct.json,1330,0,1330,0,True,True,4.343,0,1277,75,1352,0,0,3,3,3,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
opencoder-1.5b-instruct,include/board.h::Board::Board::33,enhanced_opencoder-1.5b-instruct.json,30,771206,771236,0,True,True,5.119,0,1512,76,1588,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/board.h::Board::Board::34,enhanced_opencoder-1.5b-instruct.json,74,771206,771280,0,True,True,5.762,0,1578,76,1654,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::countBits::9,enhanced_opencoder-1.5b-instruct.json,203,771206,771409,0,True,True,5.442,0,1655,77,1732,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::bsf::31,enhanced_opencoder-1.5b-instruct.json,87,771206,771293,0,True,True,5.379,0,1633,76,1709,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::pop_lsb::36,enhanced_opencoder-1.5b-instruct.json,94,771206,771300,0,True,True,5.31,0,1642,76,1718,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::shiftLeft::43,enhanced_opencoder-1.5b-instruct.json,68,771206,771274,0,True,True,5.282,0,1616,75,1691,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::shiftRight::47,enhanced_opencoder-1.5b-instruct.json,69,771206,771275,0,True,True,5.283,0,1615,76,1691,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::getBishopAttacks::52,enhanced_opencoder-1.5b-instruct.json,313,771206,771519,0,True,True,6.118,0,1691,78,1769,0,0,3,3,3,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::getBishopXrayAttacks::60,enhanced_opencoder-1.5b-instruct.json,246,771206,771452,0,True,True,6.016,0,1712,86,1798,0,0,3,3,3,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::getRookAttacks::66,enhanced_opencoder-1.5b-instruct.json,303,771206,771509,0,True,True,5.466,0,1695,78,1773,0,0,3,3,3,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::getRookXrayAttacks::74,enhanced_opencoder-1.5b-instruct.json,240,771206,771446,0,True,True,5.401,0,1712,76,1788,0,0,3,3,3,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/inline_functions.h::getQueenAttacks::80,enhanced_opencoder-1.5b-instruct.json,537,771206,771743,0,True,True,6.104,0,1756,83,1839,0,0,3,3,3,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Complex,Leaf
opencoder-1.5b-instruct,include/move.h::Move::Move::27,enhanced_opencoder-1.5b-instruct.json,24,771206,771230,0,True,True,5.163,0,1516,76,1592,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
opencoder-1.5b-instruct,include/move.h::Move::Move::29,enhanced_opencoder-1.5b-instruct.json,35,771206,771241,0,True,True,5.321,0,1564,76,1640,0,0,3,3,3,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
