model,function,file,source_characters,llvm_characters,representation_size,dependency_count,json_valid,request_success,latency_seconds,retry_count,prompt_tokens,output_tokens,total_tokens,keyword_count,concept_count,summary_length,purpose_length,behavior_length,source_code,ast,llvm,cfg,call_graph,purpose_complete,behavior_complete,summary_complete,inputs_complete,outputs_complete,side_effects_complete,dependencies_complete,concepts_complete,keywords_complete,algorithm_complete,complexity_complete,human_accuracy,human_relevance,human_faithfulness,human_usefulness,function_type,complexity_category,graph_complexity
microsoft/phi-4-mini-reasoning,src/init.cpp::initLeaperPiecesAttacks::282,enhanced_microsoft_phi-4-mini-reasoning.json,432,452444,452876,0,True,True,5.811,0,3214,382,3596,5,5,359,89,352,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initSliderAttacks::291,enhanced_microsoft_phi-4-mini-reasoning.json,1312,452444,453756,0,True,True,6.254,0,3521,405,3926,5,5,384,64,228,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initRandomKeys::322,enhanced_microsoft_phi-4-mini-reasoning.json,525,452444,452969,0,True,True,6.768,0,3310,446,3756,10,5,179,118,243,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::setFileAndRankMask::341,enhanced_microsoft_phi-4-mini-reasoning.json,521,452444,452965,0,True,True,4.394,0,3385,274,3659,5,4,172,72,154,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initEvaluationMasks::358,enhanced_microsoft_phi-4-mini-reasoning.json,1243,452444,453687,0,True,True,6.66,0,3555,433,3988,9,5,154,74,244,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::diagonal_of::394,enhanced_microsoft_phi-4-mini-reasoning.json,73,452444,452517,0,True,True,3.502,0,2832,218,3050,2,3,122,77,119,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::anti_diagonal_of::397,enhanced_microsoft_phi-4-mini-reasoning.json,75,452444,452519,0,True,True,4.477,0,2829,293,3122,4,3,203,123,162,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initialiseSquaresBetween::400,enhanced_microsoft_phi-4-mini-reasoning.json,713,452444,453157,0,True,True,6.105,0,3459,394,3853,6,4,195,125,330,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initialiseLine::416,enhanced_microsoft_phi-4-mini-reasoning.json,570,452444,453014,0,True,True,7.384,0,3436,488,3924,5,4,412,116,371,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::initAll::428,enhanced_microsoft_phi-4-mini-reasoning.json,365,452444,452809,0,True,True,5.105,0,3134,334,3468,9,5,240,211,210,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/main.cpp::main::10,enhanced_microsoft_phi-4-mini-reasoning.json,1172,393717,394889,0,True,True,5.347,0,3266,346,3612,12,6,393,119,211,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::printBitBoard::27,enhanced_microsoft_phi-4-mini-reasoning.json,446,860763,861209,0,True,True,5.688,0,3249,369,3618,6,4,212,104,329,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::printMove::81,enhanced_microsoft_phi-4-mini-reasoning.json,296,860763,861059,0,True,True,5.188,0,3010,342,3352,5,5,353,112,266,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::algebraicNotation::88,enhanced_microsoft_phi-4-mini-reasoning.json,224,860763,860987,0,True,True,3.583,0,2839,232,3071,3,3,136,123,233,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::getStringFlags::97,enhanced_microsoft_phi-4-mini-reasoning.json,721,860763,861484,0,True,True,3.227,0,3256,198,3454,3,2,128,60,109,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::printMovesList::122,enhanced_microsoft_phi-4-mini-reasoning.json,503,860763,861266,0,True,True,5.916,0,3130,394,3524,6,3,400,56,310,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::parseMove::135,enhanced_microsoft_phi-4-mini-reasoning.json,1169,860763,861932,0,True,True,6.378,0,3331,421,3752,8,6,361,119,178,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/misc.cpp::split::164,enhanced_microsoft_phi-4-mini-reasoning.json,237,860763,861000,0,True,True,3.053,0,2857,188,3045,4,2,73,61,63,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/eval/evaluation.cpp::flip::17,enhanced_microsoft_phi-4-mini-reasoning.json,57,0,57,0,True,True,2.397,0,647,173,820,3,2,116,59,76,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/eval/evaluation.cpp::init_tables::22,enhanced_microsoft_phi-4-mini-reasoning.json,369,0,369,0,True,True,5.155,0,1021,397,1418,5,4,185,119,351,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/eval/evaluation.cpp::evaluate::35,enhanced_microsoft_phi-4-mini-reasoning.json,6178,0,6178,0,True,True,6.436,0,2507,447,2954,9,6,376,96,285,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/logger/logger.cpp::getExecutableDirectory::16,enhanced_microsoft_phi-4-mini-reasoning.json,902,596082,596984,0,True,True,4.349,0,2978,279,3257,5,4,254,58,125,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/logger/logger.cpp::isLoggingEnabled::46,enhanced_microsoft_phi-4-mini-reasoning.json,235,596082,596317,0,True,True,3.588,0,2600,233,2833,3,3,254,61,161,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/logger/logger.h::Logger::Logger::40,enhanced_microsoft_phi-4-mini-reasoning.json,921,2478009,2478930,0,True,True,4.499,0,3262,284,3546,5,4,148,97,171,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/movegen/movegen.h::addMove::12,enhanced_microsoft_phi-4-mini-reasoning.json,131,771206,771337,0,True,True,4.539,0,2809,291,3100,6,4,118,139,211,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/search/search.cpp::initSearchTables::54,enhanced_microsoft_phi-4-mini-reasoning.json,337,716850,717187,0,True,True,4.61,0,3200,291,3491,5,5,183,86,169,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/search/see.cpp::see::14,enhanced_microsoft_phi-4-mini-reasoning.json,3874,160789,164663,0,True,True,6.651,0,4476,401,4877,7,5,183,155,274,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25,enhanced_mistralai_ministral-3-3b.json,115,771206,771321,0,True,True,4.32,0,3235,314,3549,0,3,121,129,259,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,,,,,Test,Moderate,Leaf
mistralai/ministral-3-3b,benchmark_tests/perft_tests.cpp::split::21,enhanced_mistralai_ministral-3-3b.json,306,771206,771512,0,True,True,5.083,0,3380,383,3763,4,2,197,119,129,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,enhanced_mistralai_ministral-3-3b.json,565,771206,771771,0,True,True,6.634,0,3768,499,4267,6,5,196,170,237,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60,enhanced_mistralai_ministral-3-3b.json,1488,771206,772694,0,True,True,7.146,0,4027,533,4560,6,4,160,141,203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107,enhanced_mistralai_ministral-3-3b.json,1474,771206,772680,0,True,True,6.467,0,3901,477,4378,5,4,155,160,248,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,enhanced_mistralai_ministral-3-3b.json,573,719080,719653,0,True,True,5.421,0,3190,419,3609,8,5,207,110,293,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Test,Moderate,Leaf
mistralai/ministral-3-3b,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,enhanced_mistralai_ministral-3-3b.json,2050,776006,778056,0,True,True,8.08,0,3864,610,4474,7,6,216,165,228,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125,enhanced_mistralai_ministral-3-3b.json,996,776006,777002,0,True,True,6.58,0,3640,486,4126,7,6,226,194,268,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Test,Complex,Leaf
mistralai/ministral-3-3b,debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,enhanced_mistralai_ministral-3-3b.json,802,0,802,0,True,True,4.27,0,1327,350,1677,5,4,141,157,208,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,enhanced_mistralai_ministral-3-3b.json,1093,0,1093,0,True,True,6.222,0,1423,539,1962,7,4,201,170,299,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,enhanced_mistralai_ministral-3-3b.json,1109,0,1109,0,True,True,5.44,0,1430,475,1905,6,3,329,145,307,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94,enhanced_mistralai_ministral-3-3b.json,356,0,356,0,True,True,4.194,0,964,376,1340,5,4,148,185,228,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105,enhanced_mistralai_ministral-3-3b.json,349,0,349,0,True,True,5.815,0,966,526,1492,4,4,266,171,185,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/evaluation_tests.cpp::flipVertical::16,enhanced_mistralai_ministral-3-3b.json,415,534127,534542,0,True,True,6.148,0,3988,455,4443,6,4,124,122,304,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/evaluation_tests.cpp::mirrorBitboards::27,enhanced_mistralai_ministral-3-3b.json,168,534127,534295,0,True,True,4.506,0,3557,314,3871,5,3,127,110,126,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/evaluation_tests.cpp::swapColours::33,enhanced_mistralai_ministral-3-3b.json,601,534127,534728,0,True,True,8.832,0,3947,639,4586,8,4,157,123,258,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,enhanced_mistralai_ministral-3-3b.json,1770,534127,535897,0,True,True,6.434,0,4111,445,4556,6,3,166,183,282,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21,enhanced_mistralai_ministral-3-3b.json,168,422910,423078,0,True,True,4.763,0,3099,339,3438,5,3,132,123,207,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,enhanced_mistralai_ministral-3-3b.json,882,422910,423792,0,True,True,6.183,0,3833,448,4281,5,4,149,183,268,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43,enhanced_mistralai_ministral-3-3b.json,742,422910,423652,0,True,True,5.847,0,3801,415,4216,4,3,217,186,235,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,enhanced_mistralai_ministral-3-3b.json,958,477165,478123,0,True,True,8.081,0,3905,593,4498,6,3,195,110,212,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,enhanced_mistralai_ministral-3-3b.json,1088,477165,478253,0,True,True,8.689,0,3958,634,4592,1,1,224,154,375,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
mistralai/ministral-3-3b,debug_tests/see_tests.cpp::Test::Debug::see_test::15,enhanced_mistralai_ministral-3-3b.json,1330,0,1330,0,True,True,5.344,0,1346,436,1782,5,5,147,159,237,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
mistralai/ministral-3-3b,include/board.h::Board::Board::33,enhanced_mistralai_ministral-3-3b.json,30,771206,771236,0,True,True,3.52,0,3067,252,3319,4,3,91,145,128,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/board.h::Board::Board::34,enhanced_mistralai_ministral-3-3b.json,74,771206,771280,0,True,True,4.031,0,3137,295,3432,4,3,153,100,232,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::countBits::9,enhanced_mistralai_ministral-3-3b.json,203,771206,771409,0,True,True,4.551,0,3299,331,3630,5,3,83,109,143,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::bsf::31,enhanced_mistralai_ministral-3-3b.json,87,771206,771293,0,True,True,6.203,0,3292,454,3746,5,4,178,126,132,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::pop_lsb::36,enhanced_mistralai_ministral-3-3b.json,94,771206,771300,0,True,True,5.078,0,3310,371,3681,5,4,140,121,147,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::shiftLeft::43,enhanced_mistralai_ministral-3-3b.json,68,771206,771274,0,True,True,5.395,0,3186,401,3587,5,4,189,190,122,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::shiftRight::47,enhanced_mistralai_ministral-3-3b.json,69,771206,771275,0,True,True,5.082,0,3186,384,3570,5,4,190,183,262,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::getBishopAttacks::52,enhanced_mistralai_ministral-3-3b.json,313,771206,771519,0,True,True,7.34,0,3553,555,4108,5,4,176,111,199,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::getBishopXrayAttacks::60,enhanced_mistralai_ministral-3-3b.json,246,771206,771452,0,True,True,6.247,0,3504,457,3961,7,3,153,117,288,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::getRookAttacks::66,enhanced_mistralai_ministral-3-3b.json,303,771206,771509,0,True,True,7.834,0,3559,583,4142,5,4,158,150,313,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::getRookXrayAttacks::74,enhanced_mistralai_ministral-3-3b.json,240,771206,771446,0,True,True,5.945,0,3504,438,3942,6,4,228,124,232,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/inline_functions.h::getQueenAttacks::80,enhanced_mistralai_ministral-3-3b.json,537,771206,771743,0,True,True,8.237,0,3699,614,4313,7,5,173,133,230,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/move.h::Move::Move::27,enhanced_mistralai_ministral-3-3b.json,24,771206,771230,0,True,True,3.546,0,3072,251,3323,4,3,85,92,138,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/move.h::Move::Move::29,enhanced_mistralai_ministral-3-3b.json,35,771206,771241,0,True,True,3.158,0,3127,212,3339,3,3,105,111,120,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/move.h::Move::Move::31,enhanced_mistralai_ministral-3-3b.json,120,771206,771326,0,True,True,5.447,0,3256,398,3654,6,3,161,115,159,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/move.h::Move::Move::35,enhanced_mistralai_ministral-3-3b.json,158,771206,771364,0,True,True,5.884,0,3359,431,3790,1,1,111,119,159,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,include/types.h::operator~::11,enhanced_mistralai_ministral-3-3b.json,64,771206,771270,0,True,True,4.373,0,3156,316,3472,5,3,99,85,195,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/types.h::make_piece::22,enhanced_mistralai_ministral-3-3b.json,84,771206,771290,0,True,True,4.531,0,3234,328,3562,5,3,144,128,194,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/types.h::pieceType::31,enhanced_mistralai_ministral-3-3b.json,55,771206,771261,0,True,True,3.915,0,3134,280,3414,5,3,129,217,127,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/types.h::color::32,enhanced_mistralai_ministral-3-3b.json,51,771206,771257,0,True,True,3.999,0,3129,289,3418,4,3,110,195,175,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/types.h::UndoInfo::UndoInfo::41,enhanced_mistralai_ministral-3-3b.json,77,771206,771283,0,True,True,4.975,0,3134,365,3499,7,4,197,127,241,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,include/types.h::UndoInfo::UndoInfo::44,enhanced_mistralai_ministral-3-3b.json,102,771206,771308,0,True,True,4.656,0,3190,339,3529,4,3,182,150,171,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::resetGameVariables::26,enhanced_mistralai_ministral-3-3b.json,76,2478009,2478085,0,True,True,4.358,0,3259,316,3575,5,4,115,90,173,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handleUci::31,enhanced_mistralai_ministral-3-3b.json,1662,2478009,2479671,0,True,True,4.93,0,4191,335,4526,5,4,147,179,217,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handleOption::66,enhanced_mistralai_ministral-3-3b.json,1512,2478009,2479521,0,True,True,6.157,0,4225,427,4652,6,4,129,172,236,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handleOption::103,enhanced_mistralai_ministral-3-3b.json,418,2478009,2478427,0,True,True,4.879,0,3733,344,4077,4,3,114,147,258,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handleIsReady::118,enhanced_mistralai_ministral-3-3b.json,62,2478009,2478071,0,True,True,3.32,0,3240,230,3470,5,3,126,76,109,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handlePosition::122,enhanced_mistralai_ministral-3-3b.json,2489,2478009,2480498,0,True,True,6.538,0,4233,452,4685,6,4,172,146,308,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::handleGo::194,enhanced_mistralai_ministral-3-3b.json,1703,2478009,2479712,0,True,True,7.742,0,4113,544,4657,9,5,227,141,342,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::cleanUp::233,enhanced_mistralai_ministral-3-3b.json,91,2478009,2478100,0,True,True,3.799,0,3331,263,3594,4,4,201,89,99,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/UCI.cpp::UCI::238,enhanced_mistralai_ministral-3-3b.json,1945,2478009,2479954,0,True,True,7.17,0,4173,504,4677,5,4,228,162,293,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
mistralai/ministral-3-3b,src/board.cpp::charToPiece::24,enhanced_mistralai_ministral-3-3b.json,760,641627,642387,0,True,True,4.52,0,4093,301,4394,4,3,168,98,150,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::generateHashKey::26,enhanced_mistralai_ministral-3-3b.json,655,169878,170533,0,True,True,9.33,0,4025,678,4703,6,4,174,157,307,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::initTranspositionTable::48,enhanced_mistralai_ministral-3-3b.json,571,169878,170449,0,True,True,7.358,0,3892,525,4417,5,4,186,168,198,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::clearTranspositionTable::67,enhanced_mistralai_ministral-3-3b.json,546,169878,170424,0,True,True,5.826,0,3875,407,4282,5,4,176,140,205,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::probeHash::81,enhanced_mistralai_ministral-3-3b.json,1424,169878,171302,0,True,True,7.367,0,4361,519,4880,5,4,187,203,366,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::recordHash::114,enhanced_mistralai_ministral-3-3b.json,723,169878,170601,0,True,True,8.284,0,4064,599,4663,6,3,129,147,252,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/hashtable.cpp::checkHashOccupancy::132,enhanced_mistralai_ministral-3-3b.json,323,169878,170201,0,True,True,4.834,0,3779,332,4111,4,3,165,158,243,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::maskPawnAttacks::123,enhanced_mistralai_ministral-3-3b.json,439,452444,452883,0,True,True,7.965,0,4120,567,4687,4,3,153,121,255,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::maskKnightMoves::142,enhanced_mistralai_ministral-3-3b.json,530,452444,452974,0,True,True,5.388,0,4202,368,4570,6,4,84,104,208,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::maskKingMoves::162,enhanced_mistralai_ministral-3-3b.json,376,452444,452820,0,True,True,6.716,0,4057,470,4527,7,4,148,126,158,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::maskBishopMoves::182,enhanced_mistralai_ministral-3-3b.json,725,452444,453169,0,True,True,5.616,0,4300,385,4685,5,4,140,116,120,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
mistralai/ministral-3-3b,src/init.cpp::maskRookMoves::198,enhanced_mistralai_ministral-3-3b.json,582,452444,453026,0,True,True,5.897,0,4144,411,4555,1,1,108,114,117,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
mistralai/ministral-3-3b,src/init.cpp::bishopAttacksOnTheFly::213,enhanced_mistralai_ministral-3-3b.json,1038,452444,453482,0,True,True,6.514,0,4541,440,4981,4,3,107,137,212,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
